quarters,days,date_min,date_max,price_mean,price_median,price_std,price_min,price_max,negative_quarters,negative_share,saving_20_pln,saving_20_share
76512,797,2024-06-14,2026-08-19,457.71,451.35,247.72,-1457.59,2751.72,3205,0.0419,98.7,0.2156
